posicion,etiqueta
01010300402,30100280000003400009
01010300501,
01010300502,
01010300601,
01010300602,
01010300701,30100280000005000015
01010300702,
01010300801,
01010300802,
01010310101,
01010310102,30100280000002600027
01010310201,
01010310202,
01010310301,30100280000003900019
01010310302,
01010310401,
01010310402,
01010310501,30100280000001100034
01010310502,
01010310601,
01010310602,30100280000001700034
01010310701,30100280000003700023
01010310702,
01010310801,30100280000007500025
01010310802,
01010320101,
01010320102,
01010320201,30100280000006700018
01010320202,30100280000006700009
01010320301,
01010320302,30100280000008000034
01010320401,30100280000002200023
01010320402,
01010320501,30100280000006200007
01010320502,30557690100921000934
01010320601,
01010320602,30557690101022000935
01010320701,
01010320702,30100280000006500032
01010320801,
01010320802,30100280000004000034
01010330101,30100280000002500005
01010330102,
01010330201,
01010330202,30557690101527001041
01010330301,30100280000007300028
01010330302,
01010330401,
01010330402,
01010330501,
01010330502,30100280000005200003
01010330601,
01010330602,30100280000002600034
01010330701,
01010330702,
01010330801,
01010330802,
01010340101,30100280000004100023
01010340102,
01010340201,30100280000006200019
01010340202,30100280000000500018
01010340301,30100280000003900032
01010340302,30100280000006400011
01010340401,
01010340402,30100280000001300001
01010340501,
01010340502,30100280000005100006
01010340601,
01010340602,30100280000003000017
01010340701,
01010340702,30557690100921001105
01010340801,
01010340802,30100280000001800020
01010350101,
01010350102,30100280000006500031
01010350201,30100280000001300009
01010350202,30100280000006800022
01010350301,30100280000007000020
01010350302,
01010350401,
01010350402,
01010350501,30100280000001300033
01010350502,
01010350601,
01010350602,30100280000005900024
01010350701,
01010350702,
01010350801,
01010350802,
01010360101,
01010360102,
01010360201,30100280000006000008
01010360202,
01010360301,
01010360302,
01010360401,
01010360402,
01010360501,30100280000004000006
01010360502,
01010360601,
01010360602,30100280000004400011
01010360701,
01010360702,
01010360801,30100280000004500022
01010360802,30557690100011001049
01010370101,30100280000001700006
01010370102,
01010370201,30100280000004300007
01010370202,30100280000005000019
01010370301,30100280000007000007
01010370302,30100280000005500031
01010370401,
01010370402,
01010370501,30100280000005400030
01010370502,30100280000005400034
01010370601,
01010370602,
01010370701,30100280000001600037
01010370702,30100280000002800017
01010370801,30100280000000100033
01010370802,30557690101325000866
01010380101,
01010380102,
01010380201,30100280000007700003
01010380202,
01010380301,
01010380302,
01010380401,30100280000002500002
01010380402,30100280000001300031
01010380501,30100280000001700024
01010380502,
01010380601,30100280000006500036
01010380602,
01010380701,
01010380702,30100280000007000032
01010380801,
01010380802,
01010390101,30100280000000700022
01010390102,30100280000006700034
01010390201,
01010390202,30100280000006400004
01010390301,
01010390302,30100280000000300007
01010390401,
01010390402,30557690101426000851
01010390501,
01010390502,
01010390601,
01010390602,30100280000003700032
01010390701,30100280000002100033
01010390702,
01010390801,
01010390802,30557690101325000852
01010400101,
01010400102,
01010400201,30100280000003800030
01010400202,
01010400301,
01010400302,
01010400401,30100280000004200001
01010400402,
01010400501,
01010400502,
01010400601,
01010400602,
01010400701,30100280000000800021
01010400702,
01010400801,
01010400802,30100280000008000023
01010410101,
01010410102,30557690100718000885
01010410201,
01010410202,
01010410301,30100280000004500003
01010410302,
01010410401,30100280000005900019
01010410402,30557690100011001038
01010410501,30100280000004800025
01010410502,30100280000001400030
01010410601,
01010410602,
01010410701,
01010410702,
01010410801,30100280000004900010
01010410802,
01010420101,
01010420102,30100280000005100023
01010420201,30100280000001100013
01010420202,
01010420301,30100280000005800036
01010420302,
01010420401,
01010420402,
01010420501,30100280000002700019
01010420502,
01010420601,
01010420602,
01010420701,30100280000003400005
01010420702,
01010420801,
01010420802,30100280000003000004
01010430101,30100280000007300004
01010430102,
01010430201,
01010430202,
01010430301,
01010430302,
01010430401,
01010430402,30100280000002200019
01010430501,30100280000001200008
01010430502,
01010430601,30100280000002500036
01010430602,30557690101729001121
01010430701,
01010430702,
01010430801,30100280000000200008
01010430802,30557690100921001073
01010440101,
01010440102,
01010440201,30100280000006500019
01010440202,
01010440301,
01010440302,
01010440401,
01010440402,
01010440501,
01010440502,
01010440601,
01010440602,
01010440701,
01010440702,
01010440801,
01010440802,30100280000004700006
01010450101,
01010450102,
01010450201,
01010450202,30557690101932001123
01010450301,30100280000002500032
01010450302,
01010450401,
01010450402,
01010450501,30100280000000800027
01010450502,30557690101325000975
01010450601,
01010450602,30557690100819001146
01010450701,
01010450702,30557690100819000873
01010450801,
01010450802,
01010460101,
01010460102,
01010460201,30100280000003500006
01010460202,30100280000000100024
01010460301,
01010460302,30100280000000600018
01010460401,30100280000007200024
01010460402,30100280000007300001
01010460501,30100280000001100003
01010460502,
01010460601,
01010460602,
01010460701,30100280000006100028
01010460702,30100280000004900015
01010460801,
01010460802,
01010470101,
01010470102,30100280000002400022
01010470201,30100280000004500016
01010470202,
01010470301,
01010470302,30100280000007900027
01010470401,
01010470402,
01010470501,30100280000005000029
01010470502,30100280000001100025
01010470601,
01010470602,30100280000002300014
01010470701,30100280000000300028
01010470702,30100280000004600034
01010470801,30100280000003500029
01010470802,30100280000005000032
01010480101,30100280000006100003
01010480102,30100280000003200034
01010480201,
01010480202,
01010480301,30100280000006000027
01010480302,
01010480401,
01010480402,30100280000005500022
01010480501,30100280000003700012
01010480502,
01010480601,30100280000001900027
01010480602,30100280000006900021
01010480701,
01010480702,30100280000004600031
01010480801,
01010480802,
01010490101,
01010490102,30557690100718000997
01010490201,30100280000002500003
01010490202,30100280000000700027
01010490301,
01010490302,
01010490401,30100280000004900007
01010490402,30100280000004700032
01010490501,
01010490502,
01010490601,
01010490602,30557690100213000840
01010490701,30100280000002600017
01010490702,
01010490801,
01010490802,
01010500101,
01010500102,30100280000003400019
01010500201,30100280000003800032
01010500202,30557690100314000892
01010500301,
01010500302,30100280000004500020
01010500401,30100280000003200037
01010500402,
01010500501,
01010500502,
01010500601,30100280000005400032
01010500602,30100280000000500009
01010500701,
01010500702,
01010500801,
01010500802,30100280000005100022
01010510101,30100280000007300011
01010510102,30100280000006400007
01010510201,30100280000003500002
01010510202,30557690100011001099
01010510301,30100280000005300011
01010510302,30100280000004700031
01010510401,
01010510402,
01010510501,
01010510502,30100280000001800017
01010510601,
01010510602,
01010510701,30100280000004300016
01010510702,
01010510801,30100280000007200012
01010510802,30100280000007500003
01010520101,30100280000002900006
01010520102,
01010520201,
01010520202,
01010520301,30100280000007800014
01010520302,
01010520401,30100280000007300033
01010520402,30100280000002500006
01010520501,
01010520502,30100280000001200022
01010520601,
01010520602,30557690100112001173
01010520701,30100280000000700014
01010520702,
01010520801,30100280000006000001
01010520802,30100280000004100001
01010530101,30100280000002200001
01010530102,30100280000006400002
01010530201,
01010530202,
01010530301,30100280000007800035
01010530302,30100280000002600031
01010530401,
01010530402,30100280000002200018
01010530501,
01010530502,30100280000005200036
01010530601,30100280000002500007
01010530602,
01010530701,30100280000006300008
01010530702,30557690100314000926
01010530801,30100280000004800018
01010530802,30100280000001300022
01010540101,
01010540102,30100280000002700005
01010540201,30100280000001000030
01010540202,30557690100314000864
01010540301,30100280000001000031
01010540302,
01010540401,30100280000003500016
01010540402,
01010540501,30100280000005400022
01010540502,30557690101123000899
01010540601,
01010540602,
01010540701,
01010540702,
01010540801,30100280000003200021
01010540802,30557690100921001035
01010550101,30100280000003600025
01010550102,30100280000000100031
01010550201,
01010550202,
01010550301,30100280000005300003
01010550302,
01010550401,
01010550402,
01010550501,
01010550502,
01010550601,
01010550602,
01010550701,30100280000004700030
01010550702,
01010550801,30100280000005400015
01010550802,
01010560101,
01010560102,
01010560201,30100280000004400035
01010560202,
01010560301,30100280000006900023
01010560302,30100280000002300012
01010560401,30100280000004300031
01010560402,
01010560501,30100280000001400004
01010560502,
01010560601,
01010560602,
01010560701,
01010560702,30557690101831000923
01010560801,
01010560802,
01010570101,
01010570102,30557690100213001011
01010570201,30100280000003400017
01010570202,30100280000000300026
01010570301,30100280000002700008
01010570302,30100280000004200029
01010570401,30100280000004700016
01010570402,
01010570501,30100280000004300034
01010570502,
01010570601,
01010570602,30100280000001200001
01010570701,30100280000003700028
01010570702,
01010570801,
01010570802,
01010580101,
01010580102,
01010580201,
01010580202,
01010580301,
01010580302,30100280000006300028
01010580401,30100280000008000007
01010580402,30100280000000500007
01010580501,
01010580502,30100280000005800019
01010580601,
01010580602,30557690101022000815
01010580701,30100280000006200012
01010580702,
01010580801,30100280000000600004
01010580802,30100280000004600020
01010590101,
01010590102,30100280000007200002
01010590201,
01010590202,
01010590301,
01010590302,
01010590401,30100280000001000007
01010590402,
01010590501,
01010590502,
01010590601,30100280000005900035
01010590602,
01010590701,30100280000005500001
01010590702,
01010590801,
01010590802,30100280000001900033
01010600101,
01010600102,30557690100213000862
01010600201,
01010600202,
01010600301,30100280000003700014
01010600302,30100280000006100012
01010600401,
01010600402,
01010600501,
01010600502,
01010600601,
01010600602,
01010600701,
01010600702,30557690100415000958
01010600801,
01010600802,30100280000007000001
01020010101,30557690101831001485
01020010102,30557690101831001095
01020010201,30557690101123001397
01020010202,30557690101123001295
01020010301,30557690101527001270
01020010302,30557690101527001244
01020010401,30557690101426001263
01020010402,30557690101426001218
01020010501,30557690100314001230
01020010502,30557690100314001207
01020010601,30557690101022001229
01020010602,30557690101022001221
01020010701,30557690100819001359
01020010702,30557690100819001251
01020010801,30557690100112001635
01020010802,30557690100112000867
01020020101,30557690101123001672
01020020102,30557690101123001505
01020020201,30557690100718001557
01020020202,30557690100718001375
01020020301,30557690101628001352
01020020302,30557690101628001296
01020020401,30557690101932001367
01020020402,30557690101932001269
01020020501,30557690100516001422
01020020502,30557690100516001131
01020020601,30557690101325001458
01020020602,30557690101325001284
01020020701,30557690101426001486
01020020702,30557690101426001307
01020020801,30557690100415001478
01020020802,30557690100415001380
01020030101,
01020030102,30557690100819001582
01020030201,30557690101022001638
01020030202,30557690101022001533
01020030301,30557690101527001490
01020030302,30557690101527001381
01020030401,30557690100011001514
01020030402,30557690100011001331
01020030501,30557690100617001424
01020030502,30557690100617001288
01020030601,30557690101022001409
01020030602,30557690101022001335
01020030701,30557690100213001509
01020030702,30557690100213001448
01020030801,30557690100617001588
01020030802,30557690100617001091
01020040101,30100280000003800015
01020040102,
01020040201,
01020040202,30557690100213001650
01020040301,30557690101224001715
01020040302,30557690101224001547
01020040401,30557690101932001602
01020040402,30557690101932001464
01020040501,30557690100314001560
01020040502,30557690100314001364
01020040601,30557690100516001669
01020040602,30557690100516001482
01020040701,30100280000002900007
01020040702,30557690101325001552
01020040801,
01020040802,30557690100921001653
01020050101,
01020050102,30100280000007100035
01020050201,
01020050202,
01020050301,
01020050302,30557690100011001655
01020050401,30557690100921001623
01020050402,30557690100921001575
01020050501,30100280000005800007
01020050502,30557690101628001495
01020050601,30557690101831001663
01020050602,30557690101831001579
01020050701,
01020050702,30557690100718001678
01020050801,
01020050802,30100280000002000005
01020060101,30100280000001100007
01020060102,30557690101527001102
01020060201,30100280000007900026
01020060202,
01020060301,
01020060302,30100280000007700034
01020060401,
01020060402,30557690101426001682
01020060501,
01020060502,30557690100415000861
01020060601,
01020060602,30557690101527001705
01020060701,30100280000000800014
01020060702,
01020060801,30100280000006800023
01020060802,30100280000000400031
01020070101,
01020070102,30100280000007800030
01020070201,
01020070202,
01020070301,
01020070302,30100280000000900036
01020070401,
01020070402,
01020070501,30100280000004900019
01020070502,
01020070601,
01020070602,30100280000003600017
01020070701,
01020070702,
01020070801,30100280000007100010
01020070802,
01020080101,30100280000006000036
01020080102,30100280000004300023
01020080201,
01020080202,
01020080301,
01020080302,
01020080401,
01020080402,30100280000008000035
01020080501,30100280000007100006
01020080502,30100280000006000029
01020080601,
01020080602,
01020080701,
01020080702,
01020080801,
01020080802,30100280000001600017
01020090101,
01020090102,30100280000002500033
01020090201,
01020090202,
01020090301,
01020090302,
01020090401,30100280000005600012
01020090402,
01020090501,30100280000002400004
01020090502,
01020090601,
01020090602,
01020090701,30100280000002800019
01020090702,
01020090801,30100280000001600035
01020090802,
01020100101,30100280000001300006
01020100102,30557690100213000882
01020100201,30100280000005400014
01020100202,
01020100301,
01020100302,30557690101123001066
01020100401,
01020100402,30557690100617000966
01020100501,
01020100502,30100280000000400001
01020100601,
01020100602,30557690100112001089
01020100701,30100280000003100025
01020100702,
01020100801,
01020100802,
01020110101,30100280000000100025
01020110102,
01020110201,30100280000005400016
01020110202,
01020110301,
01020110302,30100280000007800032
01020110401,
01020110402,30100280000007600033
01020110501,
01020110502,
01020110601,30100280000002800006
01020110602,30100280000001100006
01020110701,
01020110702,
01020110801,30100280000003300030
01020110802,30100280000005500012
01020120101,30100280000004300003
01020120102,30100280000004400036
01020120201,
01020120202,
01020120301,
01020120302,30100280000003500007
01020120401,30100280000002500023
01020120402,30100280000005600011
01020120501,
01020120502,30557690100819000932
01020120601,30100280000003900023
01020120602,30100280000002200013
01020120701,30100280000005400027
01020120702,30100280000005300031
01020120801,
01020120802,30100280000003600016
01020130101,
01020130102,
01020130201,30100280000000300014
01020130202,30100280000001200012
01020130301,30100280000004300002
01020130302,
01020130401,30100280000007800034
01020130402,
01020130501,30100280000003600036
01020130502,
01020130601,
01020130602,
01020130701,
01020130702,30557690101022000880
01020130801,
01020130802,
01020140101,
01020140102,30100280000003900024
01020140201,30100280000003200009
01020140202,
01020140301,
01020140302,30100280000000200009
01020140401,30100280000000400030
01020140402,
01020140501,30100280000004700009
01020140502,
01020140601,30100280000002000034
01020140602,30100280000006200028
01020140701,30100280000007300016
01020140702,
01020140801,
01020140802,
01020150101,
01020150102,30100280000003500037
01020150201,30100280000003500018
01020150202,
01020150301,30100280000002200017
01020150302,30100280000000100016
01020150401,
01020150402,
01020150501,30100280000007900006
01020150502,30100280000005200005
01020150601,
01020150602,
01020150701,30100280000002000014
01020150702,
01020150801,
01020150802,30100280000002400023
01020160101,30100280000005800012
01020160102,
01020160201,30100280000006100020
01020160202,30100280000007000010
01020160301,30100280000004100027
01020160302,30557690101224001054
01020160401,
01020160402,
01020160501,30100280000006900010
01020160502,30557690101729000956
01020160601,
01020160602,30100280000006600016
01020160701,30100280000001500015
01020160702,30100280000001600022
01020160801,
01020160802,30100280000002700012
01020170101,
01020170102,
01020170201,30100280000005500036
01020170202,
01020170301,
01020170302,
01020170401,
01020170402,
01020170501,
01020170502,
01020170601,30100280000000800011
01020170602,30100280000004200009
01020170701,
01020170702,
01020170801,30100280000008000003
01020170802,30100280000004700002
01020180101,30100280000006500025
01020180102,
01020180201,30100280000007700002
01020180202,30100280000006100029
01020180301,
01020180302,30100280000001600027
01020180401,30100280000005100011
01020180402,30100280000006200030
01020180501,
01020180502,30100280000002000031
01020180601,
01020180602,30100280000005600023
01020180701,30100280000002500027
01020180702,
01020180801,
01020180802,30100280000004400005
01020190101,30100280000005900004
01020190102,
01020190201,
01020190202,
01020190301,30100280000006300026
01020190302,30100280000002600001
01020190401,
01020190402,30100280000001400033
01020190501,30100280000005700005
01020190502,30100280000005100033
01020190601,
01020190602,
01020190701,
01020190702,30100280000002600032
01020190801,30100280000004100018
01020190802,
01020200101,30100280000000100004
01020200102,30100280000003600009
01020200201,30100280000006100014
01020200202,30100280000002100035
01020200301,
01020200302,30100280000001600018
01020200401,30100280000003900037
01020200402,
01020200501,
01020200502,
01020200601,
01020200602,
01020200701,
01020200702,
01020200801,
01020200802,30100280000006500015
01020210101,30100280000007300021
01020210102,30557690101831000990
01020210201,
01020210202,30100280000007400028
01020210301,30100280000006600033
01020210302,30100280000003600030
01020210401,
01020210402,
01020210501,
01020210502,30557690101426000999
01020210601,
01020210602,
01020210701,
01020210702,
01020210801,
01020210802,30557690101831001127
01020220101,30100280000000800018
01020220102,
01020220201,
01020220202,30100280000004100012
01020220301,30100280000005500009
01020220302,
01020220401,
01020220402,30100280000006200035
01020220501,30100280000007800008
01020220502,
01020220601,
01020220602,
01020220701,30100280000007300013
01020220702,
01020220801,
01020220802,
01020230101,
01020230102,
01020230201,
01020230202,30100280000005300027
01020230301,
01020230302,30100280000005600026
01020230401,
01020230402,30557690100213001117
01020230501,
01020230502,
01020230601,30100280000001500008
01020230602,
01020230701,
01020230702,
01020230801,
01020230802,
01020240101,
01020240102,30100280000002100003
01020240201,30100280000005100019
01020240202,30100280000002000030
01020240301,30100280000004700028
01020240302,
01020240401,30100280000001600011
01020240402,
01020240501,
01020240502,30100280000000700005
01020240601,30100280000001900007
01020240602,30100280000000100034
01020240701,30100280000002400001
01020240702,
01020240801,
01020240802,30100280000004800019
01020250101,
01020250102,30100280000000600019
01020250201,30100280000000200010
01020250202,
01020250301,30100280000002700014
01020250302,
01020250401,
01020250402,
01020250501,30100280000002100013
01020250502,
01020250601,30100280000000300031
01020250602,
01020250701,
01020250702,
01020250801,
01020250802,30100280000002400027
01020260101,
01020260102,
01020260201,30100280000006100023
01020260202,
01020260301,
01020260302,30100280000005100007
01020260401,30100280000002200020
01020260402,
01020260501,30100280000005400029
01020260502,
01020260601,30100280000004800002
01020260602,
01020260701,30100280000008000005
01020260702,
01020260801,30100280000001800004
01020260802,
01020270101,30100280000000600011
01020270102,30100280000002400018
01020270201,30100280000006400028
01020270202,
01020270301,
01020270302,30100280000003500013
01020270401,
01020270402,30100280000002200033
01020270501,
01020270502,
01020270601,
01020270602,30100280000003400003
01020270701,
01020270702,30100280000000500025
01020270801,30100280000004800020
01020270802,
01020280101,
01020280102,
01020280201,
01020280202,
01020280301,
01020280302,
01020280401,
01020280402,30100280000000500014
01020280501,30100280000006700004
01020280502,
01020280601,
01020280602,
01020280701,30100280000001400023
01020280702,
01020280801,
01020280802,30100280000007800015
01020290101,30100280000005700004
01020290102,30557690100718001188
01020290201,30100280000004600016
01020290202,30100280000004600033
01020290301,30100280000000500010
01020290302,30100280000002100026
01020290401,
01020290402,
01020290501,
01020290502,
01020290601,
01020290602,30100280000000200003
01020290701,30100280000000500017
01020290702,
01020290801,
01020290802,30100280000007900022
01020300101,30100280000004100013
01020300102,
01020300201,
01020300202,30557690100112000896
01020300301,
01020300302,
01020300401,
01020300402,
01020300501,
01020300502,
01020300601,30100280000006200020
01020300602,
01020300701,
01020300702,30100280000003200030
01020300801,
01020300802,30100280000002500008
01020310101,30100280000007100023
01020310102,
01020310201,30100280000003500025
01020310202,
01020310301,
01020310302,30100280000007500032
01020310401,
01020310402,
01020310501,30100280000001200032
01020310502,30100280000001300027
01020310601,
01020310602,30100280000001300007
01020310701,
01020310702,
01020310801,30100280000003900015
01020310802,
01020320101,30100280000002100009
01020320102,30100280000003000018
01020320201,
01020320202,30100280000001900028
01020320301,30100280000004000033
01020320302,30100280000001100009
01020320401,30100280000000800008
01020320402,
01020320501,30100280000003000031
01020320502,
