posicion,etiqueta
01010240402,30100280000001100063
01010240501,30100280000001500002
01010240502,30100280000001700064
01010240601,30100280000004500004
01010240602,30100280000002300016
01010240701,30100280000001200066
01010240702,30100280000002200053
01010240801,
01010240802,30557690101123001191
01010250101,30100280000005000010
01010250102,30100280000005500062
01010250201,30100280000003700050
01010250202,30100280000002200056
01010250301,30100280000003200069
01010250302,30100280000000300072
01010250401,30100280000007400007
01010250402,30100280000003500023
01010250501,30100280000005600035
01010250502,30100280000002900023
01010250601,30100280000001500070
01010250602,
01010250701,
01010250702,30100280000005900003
01010250801,30100280000001000038
01010250802,
01010260101,30100280000003500051
01010260102,30100280000000400050
01010260201,30100280000007700042
01010260202,
01010260301,30100280000000400022
01010260302,30100280000005500059
01010260401,30100280000007600001
01010260402,30100280000001600007
01010260501,30100280000004600028
01010260502,30557690101123001078
01010260601,30100280000001800073
01010260602,30100280000004900003
01010260701,30100280000002400043
01010260702,30100280000004300062
01010260801,30100280000005400011
01010260802,30100280000002600044
01010270101,30100280000007900040
01010270102,30100280000001700062
01010270201,30100280000004600051
01010270202,30100280000002300071
01010270301,30100280000007000044
01010270302,30100280000004000022
01010270401,30100280000000300060
01010270402,30100280000007200053
01010270501,30100280000001500011
01010270502,30100280000000200053
01010270601,
01010270602,30100280000006100064
01010270701,30100280000003500008
01010270702,30557690100921001037
01010270801,30100280000003400027
01010270802,30100280000000600063
01010280101,30100280000005600071
01010280102,30100280000000300036
01010280201,
01010280202,30100280000000800012
01010280301,30100280000006100013
01010280302,30100280000006900073
01010280401,30100280000006600075
01010280402,30100280000007800011
01010280501,30100280000002900075
01010280502,
01010280601,30100280000005000039
01010280602,
01010280701,30100280000001100016
01010280702,
01010280801,30100280000001700051
01010280802,30100280000002900048
01010290101,30100280000005900031
01010290102,30100280000005600024
01010290201,30100280000007700026
01010290202,30557690101831000924
01010290301,30100280000001200030
01010290302,30557690100415001139
01010290401,30100280000002400067
01010290402,30100280000004200003
01010290501,30100280000000400039
01010290502,30100280000006900034
01010290601,30100280000000900030
01010290602,30100280000004000007
01010290701,30100280000006400025
01010290702,30100280000001600062
01010290801,30100280000005100018
01010290802,30100280000004800051
01010300101,30100280000007500043
01010300102,30100280000003800050
01010300201,30100280000000700045
01010300202,
01010300301,30100280000006700006
01010300302,30100280000004900068
01010300401,30100280000005800016
01010300402,30100280000003400009
01010300501,
01010300502,
01010300601,30100280000006300053
01010300602,30100280000000300040
01010300701,30100280000005000015
01010300702,30100280000006800052
01010300801,30100280000001100052
01010300802,30100280000000100040
01010310101,30100280000002100044
01010310102,30100280000002600027
01010310201,
01010310202,30100280000004800047
01010310301,30100280000003900019
01010310302,30100280000001500059
01010310401,30100280000002500053
01010310402,30100280000000100042
01010310501,30100280000001100034
01010310502,30100280000006800048
01010310601,30100280000006500069
01010310602,30100280000001700034
01010310701,30100280000003700023
01010310702,30100280000002000065
01010310801,30100280000007500025
01010310802,30100280000001700074
01010320101,30100280000006400069
01010320102,30100280000003500054
01010320201,30100280000006700018
01010320202,30100280000006700009
01010320301,30100280000003600057
01010320302,30100280000008000034
01010320401,30100280000002200023
01010320402,30100280000003400067
01010320501,30100280000006200007
01010320502,30557690100921000934
01010320601,30100280000005500074
01010320602,30557690101022000935
01010320701,30100280000000900049
01010320702,30100280000006500032
01010320801,30100280000000900057
01010320802,30100280000004000034
01010330101,30100280000002500005
01010330102,30100280000001700072
01010330201,30100280000002400039
01010330202,30557690101527001041
01010330301,30100280000007300028
01010330302,30100280000002500046
01010330401,
01010330402,30100280000003100038
01010330501,30100280000003800067
01010330502,30100280000005200003
01010330601,30100280000001200056
01010330602,30100280000002600034
01010330701,30100280000002200060
01010330702,30100280000003500053
01010330801,30100280000003100048
01010330802,30100280000001300041
01010340101,30100280000004100023
01010340102,30100280000005400053
01010340201,30100280000006200019
01010340202,30100280000000500018
01010340301,30100280000003900032
01010340302,30100280000006400011
01010340401,30100280000006500048
01010340402,30100280000001300001
01010340501,30100280000002300062
01010340502,30100280000005100006
01010340601,30100280000003900048
01010340602,30100280000003000017
01010340701,30100280000003500074
01010340702,30557690100921001105
01010340801,30100280000002500071
01010340802,30100280000001800020
01010350101,30100280000006000073
01010350102,30100280000006500031
01010350201,30100280000001300009
01010350202,30100280000006800022
01010350301,30100280000007000020
01010350302,30100280000006200038
01010350401,
01010350402,30100280000002400049
01010350501,30100280000001300033
01010350502,30100280000001100074
01010350601,30100280000007800045
01010350602,30100280000005900024
01010350701,30100280000001900051
01010350702,30100280000004300065
01010350801,30100280000001700038
01010350802,30100280000006100059
01010360101,30100280000002900065
01010360102,30100280000001800060
01010360201,30100280000006000008
01010360202,
01010360301,30100280000000600048
01010360302,30100280000005600062
01010360401,30100280000001900038
01010360402,30100280000002600058
01010360501,30100280000004000006
01010360502,30100280000007000069
01010360601,
01010360602,30100280000004400011
01010360701,30100280000007400068
01010360702,30100280000003700071
01010360801,30100280000004500022
01010360802,30557690100011001049
01010370101,30100280000001700006
01010370102,30100280000004500039
01010370201,30100280000004300007
01010370202,30100280000005000019
01010370301,30100280000007000007
01010370302,30100280000005500031
01010370401,30100280000000600041
01010370402,30100280000004300059
01010370501,30100280000005400030
01010370502,30100280000005400034
01010370601,
01010370602,30100280000001200046
01010370701,30100280000001600037
01010370702,30100280000002800017
01010370801,30100280000000100033
01010370802,30557690101325000866
01010380101,
01010380102,
01010380201,30100280000007700003
01010380202,30100280000000200044
01010380301,30100280000006400048
01010380302,30100280000004700071
01010380401,30100280000002500002
01010380402,30100280000001300031
01010380501,30100280000001700024
01010380502,30100280000002200039
01010380601,30100280000006500036
01010380602,
01010380701,30100280000008000069
01010380702,30100280000007000032
01010380801,30100280000005400073
01010380802,30100280000000900047
01010390101,30100280000000700022
01010390102,30100280000006700034
01010390201,
01010390202,30100280000006400004
01010390301,30100280000007600042
01010390302,30100280000000300007
01010390401,
01010390402,30557690101426000851
01010390501,30100280000003900046
01010390502,30100280000000100074
01010390601,
01010390602,30100280000003700032
01010390701,30100280000002100033
01010390702,
01010390801,30100280000001500066
01010390802,30557690101325000852
01010400101,30100280000001400063
01010400102,30100280000003200065
01010400201,30100280000003800030
01010400202,30100280000005200040
01010400301,30100280000006500071
01010400302,30100280000004700051
01010400401,30100280000004200001
01010400402,30100280000005900051
01010400501,30100280000002500045
01010400502,30100280000004300041
01010400601,30100280000002500069
01010400602,30100280000001200073
01010400701,30100280000000800021
01010400702,30100280000003800063
01010400801,
01010400802,30100280000008000023
01010410101,30100280000003300040
01010410102,30557690100718000885
01010410201,
01010410202,
01010410301,30100280000004500003
01010410302,30100280000006600038
01010410401,30100280000005900019
01010410402,30557690100011001038
01010410501,30100280000004800025
01010410502,30100280000001400030
01010410601,30100280000006500062
01010410602,30100280000007900053
01010410701,30100280000004600056
01010410702,30100280000004700057
01010410801,30100280000004900010
01010410802,30100280000000700074
01010420101,
01010420102,30100280000005100023
01010420201,30100280000001100013
01010420202,
01010420301,30100280000005800036
01010420302,30100280000006100051
01010420401,30100280000003700041
01010420402,
01010420501,30100280000002700019
01010420502,30100280000003000074
01010420601,30100280000006200056
01010420602,30100280000000200048
01010420701,30100280000003400005
01010420702,30100280000007100068
01010420801,30100280000005900064
01010420802,30100280000003000004
01010430101,30100280000007300004
01010430102,30100280000000200065
01010430201,30100280000001500065
01010430202,30100280000002700073
01010430301,30100280000006500068
01010430302,30100280000006400073
01010430401,30100280000004500059
01010430402,30100280000002200019
01010430501,30100280000001200008
01010430502,
01010430601,30100280000002500036
01010430602,30557690101729001121
01010430701,30100280000001300058
01010430702,30100280000001700065
01010430801,30100280000000200008
01010430802,30557690100921001073
01010440101,30100280000006000046
01010440102,30100280000004700041
01010440201,30100280000006500019
01010440202,30100280000003800053
01010440301,
01010440302,30100280000000200055
01010440401,30100280000000400067
01010440402,30100280000008000070
01010440501,30100280000000200057
01010440502,30100280000002900041
01010440601,
01010440602,30100280000000900056
01010440701,30100280000002900044
01010440702,30100280000000600068
01010440801,30100280000000600051
01010440802,30100280000004700006
01010450101,30100280000008000060
01010450102,
01010450201,
01010450202,30557690101932001123
01010450301,30100280000002500032
01010450302,30100280000005400068
01010450401,30100280000000600074
01010450402,30100280000004000053
01010450501,30100280000000800027
01010450502,30557690101325000975
01010450601,30100280000003500056
01010450602,30557690100819001146
01010450701,30100280000003700043
01010450702,30557690100819000873
01010450801,30100280000005300044
01010450802,30100280000006900040
01010460101,30100280000005300041
01010460102,30100280000003800052
01010460201,30100280000003500006
01010460202,30100280000000100024
01010460301,30100280000002900062
01010460302,30100280000000600018
01010460401,30100280000007200024
01010460402,30100280000007300001
01010460501,30100280000001100003
01010460502,
01010460601,30100280000001300047
01010460602,
01010460701,30100280000006100028
01010460702,30100280000004900015
01010460801,30100280000000100044
01010460802,
01010470101,
01010470102,30100280000002400022
01010470201,30100280000004500016
01010470202,30100280000006600050
01010470301,30100280000005900040
01010470302,30100280000007900027
01010470401,30100280000006700054
01010470402,30100280000001800039
01010470501,30100280000005000029
01010470502,30100280000001100025
01010470601,30100280000003700038
01010470602,30100280000002300014
01010470701,30100280000000300028
01010470702,30100280000004600034
01010470801,30100280000003500029
01010470802,30100280000005000032
01010480101,30100280000006100003
01010480102,30100280000003200034
01010480201,30100280000003800051
01010480202,
01010480301,30100280000006000027
01010480302,30100280000002000075
01010480401,
01010480402,30100280000005500022
01010480501,30100280000003700012
01010480502,
01010480601,30100280000001900027
01010480602,30100280000006900021
01010480701,
01010480702,30100280000004600031
01010480801,
01010480802,30100280000002400044
01010490101,30100280000005000045
01010490102,30557690100718000997
01010490201,30100280000002500003
01010490202,30100280000000700027
01010490301,30100280000007600061
01010490302,30100280000001000062
01010490401,30100280000004900007
01010490402,30100280000004700032
01010490501,30100280000000300058
01010490502,30100280000003000056
01010490601,30100280000004900052
01010490602,30557690100213000840
01010490701,30100280000002600017
01010490702,30100280000005600065
01010490801,30100280000000400038
01010490802,30100280000007000054
01010500101,30100280000000800053
01010500102,30100280000003400019
01010500201,30100280000003800032
01010500202,30557690100314000892
01010500301,30100280000006200052
01010500302,30100280000004500020
01010500401,30100280000003200037
01010500402,
01010500501,30100280000003000063
01010500502,30100280000006000043
01010500601,30100280000005400032
01010500602,30100280000000500009
01010500701,30100280000005500045
01010500702,30100280000006600059
01010500801,30100280000004300053
01010500802,30100280000005100022
01010510101,30100280000007300011
01010510102,30100280000006400007
01010510201,30100280000003500002
01010510202,30557690100011001099
01010510301,30100280000005300011
01010510302,30100280000004700031
01010510401,30100280000005900050
01010510402,30100280000006900062
01010510501,30100280000000300071
01010510502,30100280000001800017
01010510601,30100280000006200044
01010510602,
01010510701,30100280000004300016
01010510702,30100280000007600043
01010510801,30100280000007200012
01010510802,30100280000007500003
01010520101,30100280000002900006
01010520102,30100280000000500061
01010520201,30100280000007300041
01010520202,30100280000003200040
01010520301,30100280000007800014
01010520302,30100280000002300068
01010520401,30100280000007300033
01010520402,30100280000002500006
01010520501,30100280000005000060
01010520502,30100280000001200022
01010520601,
01010520602,30557690100112001173
01010520701,30100280000000700014
01010520702,
01010520801,30100280000006000001
01010520802,30100280000004100001
01010530101,30100280000002200001
01010530102,30100280000006400002
01010530201,30100280000003100069
01010530202,30100280000001600049
01010530301,30100280000007800035
01010530302,30100280000002600031
01010530401,30100280000005500064
01010530402,30100280000002200018
01010530501,30100280000000600038
01010530502,30100280000005200036
01010530601,30100280000002500007
01010530602,
01010530701,30100280000006300008
01010530702,30557690100314000926
01010530801,30100280000004800018
01010530802,30100280000001300022
01010540101,30100280000000100047
01010540102,30100280000002700005
01010540201,30100280000001000030
01010540202,30557690100314000864
01010540301,30100280000001000031
01010540302,30100280000005800066
01010540401,30100280000003500016
01010540402,30100280000004400068
01010540501,30100280000005400022
01010540502,30557690101123000899
01010540601,30100280000007500039
01010540602,30100280000000400066
01010540701,30100280000000500043
01010540702,30100280000004900058
01010540801,30100280000003200021
01010540802,30557690100921001035
01010550101,30100280000003600025
01010550102,30100280000000100031
01010550201,30100280000003900058
01010550202,30100280000004700063
01010550301,30100280000005300003
01010550302,30100280000005800065
01010550401,30100280000000400053
01010550402,
01010550501,30100280000002100071
01010550502,30100280000003800044
01010550601,30100280000002000072
01010550602,
01010550701,30100280000004700030
01010550702,30100280000000500067
01010550801,30100280000005400015
01010550802,30100280000003900051
01010560101,30100280000006800067
01010560102,30100280000007200048
01010560201,30100280000004400035
01010560202,30100280000005400075
01010560301,30100280000006900023
01010560302,30100280000002300012
01010560401,30100280000004300031
01010560402,30100280000000400074
01010560501,30100280000001400004
01010560502,30100280000000200076
01010560601,30100280000005100043
01010560602,30100280000005200063
01010560701,30100280000005000058
01010560702,30557690101831000923
01010560801,30100280000002200062
01010560802,30100280000007600050
01010570101,30100280000006200042
01010570102,30557690100213001011
01010570201,30100280000003400017
01010570202,30100280000000300026
01010570301,30100280000002700008
01010570302,30100280000004200029
01010570401,30100280000004700016
01010570402,30100280000007900073
01010570501,30100280000004300034
01010570502,30100280000002800041
01010570601,30100280000000300059
01010570602,30100280000001200001
01010570701,30100280000003700028
01010570702,30100280000006400040
01010570801,
01010570802,30100280000004200074
01010580101,30100280000006000067
01010580102,
01010580201,30100280000005600048
01010580202,30100280000001400070
01010580301,30100280000007400063
01010580302,30100280000006300028
01010580401,30100280000008000007
01010580402,30100280000000500007
01010580501,30100280000003000044
01010580502,30100280000005800019
01010580601,30100280000000400054
01010580602,30557690101022000815
01010580701,30100280000006200012
01010580702,30100280000001800065
01010580801,30100280000000600004
01010580802,30100280000004600020
01010590101,30100280000006100044
01010590102,30100280000007200002
01010590201,30100280000004300073
01010590202,30100280000002900042
01010590301,30100280000007100070
01010590302,
01010590401,30100280000001000007
01010590402,30100280000001400045
01010590501,30100280000003600054
01010590502,30100280000003300052
01010590601,30100280000005900035
01010590602,30100280000006700038
01010590701,30100280000005500001
01010590702,30100280000006200069
01010590801,30100280000002500073
01010590802,30100280000001900033
01010600101,30100280000004000074
01010600102,30557690100213000862
01010600201,30100280000006700037
01010600202,30100280000003400049
01010600301,30100280000003700014
01010600302,30100280000006100012
01010600401,
01010600402,30100280000003200045
01010600501,30100280000006400064
01010600502,
01010600601,30100280000001800048
01010600602,
01010600701,30100280000006000052
01010600702,30557690100415000958
01010600801,
01010600802,30100280000007000001
01020010101,30557690101831001485
01020010102,30557690101831001095
01020010201,30557690101123001397
01020010202,30557690101123001295
01020010301,30557690101527001270
01020010302,30557690101527001244
01020010401,30557690101426001263
01020010402,30557690101426001218
01020010501,30557690100314001230
01020010502,30557690100314001207
01020010601,30557690101022001229
01020010602,30557690101022001221
01020010701,30557690100819001359
01020010702,30557690100819001251
01020010801,30557690100112001635
01020010802,30557690100112000867
01020020101,30557690101123001672
01020020102,30557690101123001505
01020020201,30557690100718001557
01020020202,30557690100718001375
01020020301,30557690101628001352
01020020302,30557690101628001296
01020020401,30557690101932001367
01020020402,30557690101932001269
01020020501,30557690100516001422
01020020502,30557690100516001131
01020020601,30557690101325001458
01020020602,30557690101325001284
01020020701,30557690101426001486
01020020702,30557690101426001307
01020020801,30557690100415001478
01020020802,30557690100415001380
01020030101,
01020030102,30557690100819001582
01020030201,30557690101022001638
01020030202,30557690101022001533
01020030301,30557690101527001490
01020030302,30557690101527001381
01020030401,30557690100011001514
01020030402,30557690100011001331
01020030501,30557690100617001424
01020030502,30557690100617001288
01020030601,30557690101022001409
01020030602,30557690101022001335
01020030701,30557690100213001509
01020030702,30557690100213001448
01020030801,30557690100617001588
01020030802,30557690100617001091
01020040101,30100280000003800015
01020040102,30100280000005200059
01020040201,30100280000000300043
01020040202,30557690100213001650
01020040301,30557690101224001715
01020040302,30557690101224001547
01020040401,30557690101932001602
01020040402,30557690101932001464
01020040501,30557690100314001560
01020040502,30557690100314001364
01020040601,30557690100516001669
01020040602,30557690100516001482
01020040701,30100280000002900007
01020040702,30557690101325001552
01020040801,30100280000002100040
01020040802,30557690100921001653
01020050101,30100280000005900046
01020050102,30100280000007100035
01020050201,30100280000001000066
01020050202,30100280000003800041
01020050301,30100280000006300070
01020050302,30557690100011001655
01020050401,30557690100921001623
01020050402,30557690100921001575
01020050501,30100280000005800007
01020050502,30557690101628001495
01020050601,30557690101831001663
01020050602,30557690101831001579
01020050701,30100280000005700046
01020050702,30557690100718001678
01020050801,30100280000004600066
01020050802,30100280000002000005
01020060101,30100280000001100007
01020060102,30557690101527001102
01020060201,30100280000007900026
01020060202,30100280000000300056
01020060301,
01020060302,30100280000007700034
01020060401,30100280000005200070
01020060402,30557690101426001682
01020060501,30100280000002500059
01020060502,30557690100415000861
01020060601,30100280000007500047
01020060602,30557690101527001705
01020060701,30100280000000800014
01020060702,30100280000001300061
01020060801,30100280000006800023
01020060802,30100280000000400031
01020070101,30100280000004900039
01020070102,30100280000007800030
01020070201,30100280000001200048
01020070202,
01020070301,30100280000003200051
01020070302,30100280000000900036
01020070401,30100280000000400068
01020070402,
01020070501,30100280000004900019
01020070502,30100280000004600057
01020070601,30100280000005900045
01020070602,30100280000003600017
01020070701,
01020070702,
01020070801,30100280000007100010
01020070802,30100280000000600049
01020080101,30100280000006000036
01020080102,30100280000004300023
01020080201,30100280000000900043
01020080202,30100280000002200038
01020080301,30100280000003000066
01020080302,30100280000001700044
01020080401,
01020080402,30100280000008000035
01020080501,30100280000007100006
01020080502,30100280000006000029
01020080601,30100280000006400042
01020080602,30100280000003200057
01020080701,30100280000006600045
01020080702,30100280000001900068
01020080801,
01020080802,30100280000001600017
01020090101,30100280000005000065
01020090102,30100280000002500033
01020090201,30100280000004900060
01020090202,
01020090301,30100280000003200062
01020090302,
01020090401,30100280000005600012
01020090402,30100280000002300038
01020090501,30100280000002400004
01020090502,30100280000006500075
01020090601,30100280000000900039
01020090602,30100280000000900067
01020090701,30100280000002800019
01020090702,30100280000001300066
01020090801,30100280000001600035
01020090802,30100280000001000049
01020100101,30100280000001300006
01020100102,30557690100213000882
01020100201,30100280000005400014
01020100202,
01020100301,30100280000003700061
01020100302,30557690101123001066
01020100401,30100280000003600065
01020100402,30557690100617000966
01020100501,30100280000005200065
01020100502,30100280000000400001
01020100601,30100280000004400063
01020100602,30557690100112001089
01020100701,30100280000003100025
01020100702,30100280000003100047
01020100801,
01020100802,
01020110101,30100280000000100025
01020110102,30100280000001300038
01020110201,30100280000005400016
01020110202,30100280000005900042
01020110301,30100280000004900065
01020110302,30100280000007800032
01020110401,30100280000001300054
01020110402,30100280000007600033
01020110501,30100280000005500057
01020110502,30100280000000300073
01020110601,30100280000002800006
01020110602,30100280000001100006
01020110701,
01020110702,30100280000005400041
01020110801,30100280000003300030
