posicion,etiqueta
01010290701,30557690101325082704
01010290702,
01010290801,
01010290802,
01010300101,
01010300102,
01010300201,
01010300202,
01010300301,30557690101123080512
01010300302,
01010300401,30557690101022080196
01010300402,30557690100617082099
01010300501,
01010300502,
01010300601,30557690101325080481
01010300602,
01010300701,
01010300702,30557690101628080588
01010300801,30557690101729082832
01010300802,30557690101729081000
01010310101,
01010310102,
01010310201,
01010310202,30557690100718082564
01010310301,30557690101527080038
01010310302,
01010310401,30557690100415080411
01010310402,30557690101831082516
01010310501,30557690101628082548
01010310502,
01010310601,
01010310602,
01010310701,
01010310702,30557690100819082420
01010310801,
01010310802,30557690101831081482
01010320101,30557690101527080618
01010320102,30557690100516080826
01010320201,
01010320202,30557690101527082116
01010320301,30557690100819081803
01010320302,
01010320401,
01010320402,30557690100617080265
01010320501,30557690101527082676
01010320502,30557690100921000934
01010320601,
01010320602,30557690101022000935
01010320701,
01010320702,
01010320801,30557690100516082830
01010320802,
01010330101,
01010330102,
01010330201,
01010330202,30557690101527001041
01010330301,
01010330302,
01010330401,30557690100819082082
01010330402,30557690100718082922
01010330501,
01010330502,
01010330601,
01010330602,
01010330701,
01010330702,30557690100213081612
01010330801,30557690101426082873
01010330802,
01010340101,30557690101022080980
01010340102,30557690100314082150
01010340201,
01010340202,30557690100617080132
01010340301,
01010340302,
01010340401,30557690101527080741
01010340402,30557690100516081937
01010340501,30557690101831082620
01010340502,
01010340601,
01010340602,30557690101628081850
01010340701,
01010340702,30557690100921001105
01010340801,
01010340802,
01010350101,30557690101932081271
01010350102,30557690101325081684
01010350201,30557690100213081075
01010350202,30557690101831082130
01010350301,
01010350302,30557690101325082683
01010350401,
01010350402,30557690100213082039
01010350501,30557690100415081402
01010350502,
01010350601,
01010350602,
01010350701,
01010350702,
01010350801,
01010350802,30557690101932080560
01010360101,
01010360102,
01010360201,
01010360202,
01010360301,
01010360302,30557690100718081257
01010360401,
01010360402,
01010360501,30557690100921082541
01010360502,
01010360601,
01010360602,30557690100516081214
01010360701,30557690100921080074
01010360702,30557690101729080789
01010360801,
01010360802,30557690100011001049
01010370101,
01010370102,30557690101224082033
01010370201,
01010370202,
01010370301,
01010370302,30557690100516080386
01010370401,30557690101426081770
01010370402,30557690101527080918
01010370501,
01010370502,
01010370601,
01010370602,
01010370701,30557690101628082490
01010370702,
01010370801,30557690100617082867
01010370802,30557690101325000866
01010380101,30557690100516081050
01010380102,
01010380201,30557690101123082828
01010380202,
01010380301,
01010380302,30557690101628080101
01010380401,30557690101426082804
01010380402,30557690101831080041
01010380501,30557690100213080745
01010380502,
01010380601,
01010380602,
01010380701,30557690100011082378
01010380702,
01010380801,30557690100516080547
01010380802,
01010390101,30557690100718081045
01010390102,30557690101123081089
01010390201,30557690101022081796
01010390202,
01010390301,30557690101224081584
01010390302,
01010390401,
01010390402,30557690101426000851
01010390501,30557690100112080558
01010390502,
01010390601,
01010390602,30557690100921082655
01010390701,
01010390702,30557690101729080505
01010390801,
01010390802,30557690101325000852
01010400101,30557690101729081639
01010400102,
01010400201,30557690100213082807
01010400202,30557690101325082212
01010400301,30557690100819081579
01010400302,30557690100921082234
01010400401,
01010400402,30557690101224080436
01010400501,30557690100314081410
01010400502,
01010400601,
01010400602,30557690100112080816
01010400701,30557690101224082187
01010400702,
01010400801,
01010400802,
01010410101,
01010410102,30557690100718000885
01010410201,
01010410202,
01010410301,30557690101527080711
01010410302,
01010410401,30557690100314082900
01010410402,30557690100011001038
01010410501,30557690100011080748
01010410502,
01010410601,
01010410602,
01010410701,
01010410702,
01010410801,
01010410802,
01010420101,
01010420102,
01010420201,
01010420202,30557690100921082672
01010420301,
01010420302,
01010420401,
01010420402,
01010420501,
01010420502,
01010420601,
01010420602,
01010420701,30557690100415080570
01010420702,
01010420801,
01010420802,
01010430101,
01010430102,
01010430201,
01010430202,
01010430301,30557690100617081320
01010430302,30557690101628082639
01010430401,30557690100314080774
01010430402,30557690100718080526
01010430501,
01010430502,
01010430601,
01010430602,30557690101729001121
01010430701,
01010430702,
01010430801,
01010430802,30557690100921001073
01010440101,
01010440102,30557690101325082251
01010440201,30557690101729080091
01010440202,30557690101628081066
01010440301,30557690100819082436
01010440302,
01010440401,30557690100213080225
01010440402,30557690100415080095
01010440501,30557690101527081552
01010440502,
01010440601,30557690101831081845
01010440602,
01010440701,
01010440702,
01010440801,
01010440802,
01010450101,30557690101932081665
01010450102,
01010450201,30557690101325082491
01010450202,30557690101932001123
01010450301,
01010450302,
01010450401,
01010450402,
01010450501,30557690101325082785
01010450502,30557690101325000975
01010450601,
01010450602,30557690100819001146
01010450701,30557690101628082128
01010450702,30557690100819000873
01010450801,30557690100617080779
01010450802,
01010460101,30557690101426080393
01010460102,
01010460201,30557690100213080320
01010460202,
01010460301,
01010460302,
01010460401,30557690100112082517
01010460402,
01010460501,30557690100112080255
01010460502,
01010460601,30557690100617082001
01010460602,
01010460701,
01010460702,30557690100112081462
01010460801,30557690101022082165
01010460802,
01010470101,
01010470102,30557690101831080514
01010470201,
01010470202,
01010470301,30557690100314080137
01010470302,
01010470401,30557690101932080201
01010470402,
01010470501,
01010470502,30557690100718080615
01010470601,
01010470602,30557690100617081755
01010470701,30557690100314081451
01010470702,30557690100819082052
01010470801,30557690101426082577
01010470802,
01010480101,
01010480102,
01010480201,
01010480202,30557690100921082237
01010480301,
01010480302,30557690100112081686
01010480401,
01010480402,30557690101123082083
01010480501,
01010480502,30557690101224080770
01010480601,
01010480602,
01010480701,
01010480702,
01010480801,30557690100921082590
01010480802,
01010490101,
01010490102,30557690100718000997
01010490201,30557690100415080026
01010490202,30557690100819081357
01010490301,30557690100516080892
01010490302,
01010490401,30557690101426082603
01010490402,
01010490501,
01010490502,30557690101729082367
01010490601,
01010490602,30557690100213000840
01010490701,
01010490702,
01010490801,
01010490802,30557690101831080107
01010500101,30557690100011082580
01010500102,
01010500201,
01010500202,30557690100314000892
01010500301,30557690100921081667
01010500302,
01010500401,30557690100617080463
01010500402,
01010500501,30557690101831080421
01010500502,
01010500601,
01010500602,
01010500701,30557690100921080438
01010500702,
01010500801,
01010500802,
01010510101,
01010510102,30557690101932080524
01010510201,30557690100213082183
01010510202,30557690100011001099
01010510301,
01010510302,
01010510401,
01010510402,30557690101831082592
01010510501,
01010510502,30557690100112082104
01010510601,
01010510602,30557690100213081063
01010510701,
01010510702,30557690101831081872
01010510801,30557690101831080541
01010510802,30557690101426081509
01010520101,30557690100112082439
01010520102,
01010520201,
01010520202,30557690100718082488
01010520301,
01010520302,
01010520401,30557690101729082724
01010520402,
01010520501,30557690101527082665
01010520502,
01010520601,30557690101729082115
01010520602,30557690100112001173
01010520701,30557690100921080685
01010520702,30557690101426081222
01010520801,30557690100314082659
01010520802,
01010530101,30557690101123080544
01010530102,
01010530201,30557690100011081334
01010530202,30557690100314081118
01010530301,30557690100213082245
01010530302,30557690101831080322
01010530401,30557690101224082690
01010530402,
01010530501,30557690101527080345
01010530502,30557690100921081044
01010530601,30557690101831080388
01010530602,30557690100011081478
01010530701,
01010530702,30557690100314000926
01010530801,
01010530802,
01010540101,30557690100415080478
01010540102,
01010540201,
01010540202,30557690100314000864
01010540301,
01010540302,
01010540401,
01010540402,30557690101224082289
01010540501,30557690101022082078
01010540502,30557690101123000899
01010540601,30557690100112080171
01010540602,
01010540701,30557690100314082648
01010540702,30557690100112081456
01010540801,
01010540802,30557690100921001035
01010550101,
01010550102,
01010550201,
01010550202,
01010550301,30557690100213080705
01010550302,
01010550401,30557690100617080881
01010550402,
01010550501,
01010550502,
01010550601,30557690100921081229
01010550602,
01010550701,
01010550702,30557690101932080832
01010550801,
01010550802,
01010560101,
01010560102,
01010560201,
01010560202,
01010560301,30557690100415081200
01010560302,30557690101325082411
01010560401,30557690100921081338
01010560402,30557690101426082711
01010560501,
01010560502,30557690101628080356
01010560601,
01010560602,30557690101325082036
01010560701,30557690100011080031
01010560702,30557690101831000923
01010560801,30557690101932082299
01010560802,
01010570101,30557690100011080739
01010570102,30557690100213001011
01010570201,30557690100112082219
01010570202,
01010570301,30557690100921080765
01010570302,30557690101932081076
01010570401,30557690101022080159
01010570402,30557690100415080062
01010570501,
01010570502,30557690101527081881
01010570601,30557690100617080103
01010570602,30557690101123082485
01010570701,30557690100921081640
01010570702,
01010570801,
01010570802,
01010580101,
01010580102,
01010580201,
01010580202,30557690101932081570
01010580301,30557690101426080321
01010580302,
01010580401,
01010580402,30557690101729080651
01010580501,
01010580502,
01010580601,30557690101426081938
01010580602,30557690101022000815
01010580701,30557690100415080471
01010580702,
01010580801,
01010580802,
01010590101,30557690101325082810
01010590102,30557690101224080757
01010590201,
01010590202,
01010590301,
01010590302,30557690100112081873
01010590401,30557690101426082384
01010590402,
01010590501,30557690101729082549
01010590502,
01010590601,
01010590602,
01010590701,
01010590702,
01010590801,
01010590802,30557690101729080490
01010600101,30557690100415082693
01010600102,30557690100213000862
01010600201,
01010600202,
01010600301,
01010600302,30557690100617081415
01010600401,30557690100617082878
01010600402,30557690100011081335
01010600501,
01010600502,30557690100314081099
01010600601,
01010600602,30557690101022080143
01010600701,30557690100415081210
01010600702,30557690100415000958
01010600801,
01010600802,30557690100314081947
01020010101,30557690101831001485
01020010102,30557690101831001095
01020010201,30557690101123001397
01020010202,30557690101123001295
01020010301,30557690101527001270
01020010302,30557690101527001244
01020010401,30557690101426001263
01020010402,30557690101426001218
01020010501,30557690100314001230
01020010502,30557690100314001207
01020010601,30557690101022001229
01020010602,30557690101022001221
01020010701,30557690100819001359
01020010702,30557690100819001251
01020010801,30557690100112001635
01020010802,30557690100112000867
01020020101,30557690101123001672
01020020102,30557690101123001505
01020020201,30557690100718001557
01020020202,30557690100718001375
01020020301,30557690101628001352
01020020302,30557690101628001296
01020020401,30557690101932001367
01020020402,30557690101932001269
01020020501,30557690100516001422
01020020502,30557690100516001131
01020020601,30557690101325001458
01020020602,30557690101325001284
01020020701,30557690101426001486
01020020702,30557690101426001307
01020020801,30557690100415001478
01020020802,30557690100415001380
01020030101,
01020030102,30557690100819001582
01020030201,30557690101022001638
01020030202,30557690101022001533
01020030301,30557690101527001490
01020030302,30557690101527001381
01020030401,30557690100011001514
01020030402,30557690100011001331
01020030501,30557690100617001424
01020030502,30557690100617001288
01020030601,30557690101022001409
01020030602,30557690101022001335
01020030701,30557690100213001509
01020030702,30557690100213001448
01020030801,30557690100617001588
01020030802,30557690100617001091
01020040101,
01020040102,
01020040201,
01020040202,30557690100213001650
01020040301,30557690101224001715
01020040302,30557690101224001547
01020040401,30557690101932001602
01020040402,30557690101932001464
01020040501,30557690100314001560
01020040502,30557690100314001364
01020040601,30557690100516001669
01020040602,30557690100516001482
01020040701,30557690101831080645
01020040702,30557690101325001552
01020040801,30557690100617082013
01020040802,30557690100921001653
01020050101,30557690100516081866
01020050102,
01020050201,
01020050202,
01020050301,
01020050302,30557690100011001655
01020050401,30557690100921001623
01020050402,30557690100921001575
01020050501,30557690101729082864
01020050502,30557690101628001495
01020050601,30557690101831001663
01020050602,30557690101831001579
01020050701,30557690100011081677
01020050702,30557690100718001678
01020050801,30557690100415080121
01020050802,30557690100921081758
01020060101,30557690100819081822
01020060102,30557690101527001102
01020060201,30557690101022080394
01020060202,
01020060301,30557690101628082239
01020060302,
01020060401,
01020060402,30557690101426001682
01020060501,30557690100112080306
01020060502,30557690100415000861
01020060601,30557690101527081230
01020060602,30557690101527001705
01020060701,30557690100314080829
01020060702,30557690100718080662
01020060801,
01020060802,
01020070101,30557690100112081024
01020070102,
01020070201,30557690101022081606
01020070202,
01020070301,30557690101325080113
01020070302,
01020070401,
01020070402,
01020070501,
01020070502,30557690100112080670
01020070601,
01020070602,30557690101932082358
01020070701,30557690101729081226
01020070702,
01020070801,
01020070802,30557690101325081016
01020080101,30557690100921080994
01020080102,
01020080201,
01020080202,
01020080301,
01020080302,
01020080401,
01020080402,
01020080501,30557690101729080364
01020080502,30557690100112081599
01020080601,
01020080602,
01020080701,
01020080702,
01020080801,30557690101022082700
01020080802,
01020090101,
01020090102,30557690100819081137
01020090201,
01020090202,30557690100213080654
01020090301,30557690101224080733
01020090302,
01020090401,30557690100112082644
01020090402,
01020090501,
01020090502,30557690100314081746
01020090601,
01020090602,
01020090701,
01020090702,30557690100112080758
01020090801,
01020090802,
01020100101,
01020100102,30557690100213000882
01020100201,30557690101426082023
01020100202,
01020100301,30557690100516082063
01020100302,30557690101123001066
01020100401,30557690101224082188
01020100402,30557690100617000966
01020100501,
01020100502,
01020100601,30557690101729080444
01020100602,30557690100112001089
01020100701,
01020100702,30557690100314082604
01020100801,
01020100802,
01020110101,
01020110102,30557690101325081870
01020110201,30557690100213081261
01020110202,
01020110301,30557690101325081985
01020110302,
01020110401,
01020110402,30557690101123082419
01020110501,
01020110502,
01020110601,30557690100112081936
01020110602,
01020110701,
01020110702,30557690101224081083
01020110801,
01020110802,
01020120101,
01020120102,
01020120201,
01020120202,
01020120301,30557690101123082122
01020120302,
01020120401,30557690101123082910
01020120402,
01020120501,
01020120502,30557690100819000932
01020120601,
01020120602,
01020120701,30557690100819082737
01020120702,30557690101224082933
01020120801,
01020120802,30557690101932082880
01020130101,30557690101426080397
01020130102,30557690101224080626
01020130201,
01020130202,30557690100011082134
01020130301,
01020130302,
01020130401,30557690100516080920
01020130402,
01020130501,30557690101426082501
01020130502,30557690101325081407
01020130601,30557690101022080798
01020130602,
01020130701,30557690101325082890
01020130702,30557690101022000880
01020130801,
01020130802,
01020140101,30557690100921082565
01020140102,
01020140201,30557690101426082636
01020140202,30557690100213082919
01020140301,30557690100314080304
01020140302,
01020140401,30557690101932080048
01020140402,
01020140501,
01020140502,30557690101022081306
01020140601,
01020140602,30557690101729081827
01020140701,
01020140702,30557690101932080866
01020140801,30557690101831081308
01020140802,
01020150101,
01020150102,30557690101224081903
01020150201,30557690101426082376
01020150202,
01020150301,
01020150302,
01020150401,
01020150402,30557690100213081467
01020150501,
01020150502,30557690100415081480
01020150601,
01020150602,
01020150701,
01020150702,
01020150801,30557690101628080246
01020150802,
01020160101,
01020160102,30557690101224081031
01020160201,
01020160202,30557690101628080647
01020160301,30557690101325081953
01020160302,30557690101224001054
01020160401,
01020160402,
01020160501,30557690101123080445
01020160502,30557690101729000956
01020160601,
01020160602,
01020160701,
01020160702,30557690101729082734
01020160801,
01020160802,
01020170101,
01020170102,
01020170201,
01020170202,
01020170301,
01020170302,30557690101325082833
01020170401,30557690101932080717
01020170402,
01020170501,
01020170502,30557690101831081328
01020170601,30557690101022081392
01020170602,30557690101224081554
01020170701,
01020170702,
01020170801,30557690100617082337
01020170802,
01020180101,
01020180102,30557690100415082167
01020180201,
01020180202,30557690100213080809
01020180301,
01020180302,30557690100314081033
01020180401,30557690100213080192
01020180402,30557690100314081999
01020180501,
01020180502,
01020180601,
01020180602,
01020180701,
01020180702,30557690101224082178
01020180801,30557690100213082123
01020180802,30557690100718081861
01020190101,30557690100112080250
01020190102,
01020190201,30557690100617081721
01020190202,30557690101426081631
01020190301,
01020190302,30557690101628081030
01020190401,
01020190402,
01020190501,
01020190502,
01020190601,30557690101729082814
01020190602,
01020190701,30557690100213082304
01020190702,
01020190801,
01020190802,
01020200101,30557690101123081682
01020200102,30557690101426082273
01020200201,
01020200202,30557690100011082888
01020200301,30557690100011081811
01020200302,
01020200401,
01020200402,
01020200501,
01020200502,30557690100011080433
01020200601,
01020200602,
01020200701,30557690101123082525
01020200702,
01020200801,
01020200802,30557690100314082445
01020210101,
01020210102,30557690101831000990
01020210201,
01020210202,30557690101325080898
01020210301,
01020210302,30557690101527082626
01020210401,30557690100112080548
01020210402,30557690100415081240
01020210501,
01020210502,30557690101426000999
01020210601,30557690100617080188
01020210602,30557690101628082731
01020210701,
01020210702,30557690101325081818
01020210801,
01020210802,30557690101831001127
01020220101,
01020220102,30557690100011080873
01020220201,
01020220202,
01020220301,
01020220302,
01020220401,
01020220402,30557690101224082354
01020220501,30557690100718082414
01020220502,
01020220601,30557690100819082158
01020220602,30557690100516081638
01020220701,30557690100011082750
01020220702,30557690100617081787
01020220801,
01020220802,
01020230101,
01020230102,30557690101831081676
01020230201,30557690101022082881
01020230202,
01020230301,30557690101224080972
01020230302,30557690100415080592
01020230401,30557690100314081534
01020230402,30557690100213001117
01020230501,
01020230502,
01020230601,
01020230602,30557690101022081961
01020230701,
01020230702,30557690101123080754
01020230801,
01020230802,
01020240101,
01020240102,
01020240201,30557690101123082438
01020240202,30557690101628081435
01020240301,
01020240302,
01020240401,30557690100213082320
01020240402,
01020240501,
01020240502,
01020240601,
01020240602,
01020240701,30557690101628080235
01020240702,
01020240801,
01020240802,30557690100617082011
01020250101,30557690101932081583
01020250102,
01020250201,30557690101729080714
01020250202,
01020250301,30557690100011082913
01020250302,
01020250401,
01020250402,30557690100516081772
01020250501,30557690101729082743
01020250502,
01020250601,30557690101932080104
01020250602,
01020250701,
01020250702,30557690101527080706
01020250801,
01020250802,30557690100011082326
01020260101,
01020260102,30557690100921081381
01020260201,30557690100617081457
01020260202,
01020260301,
01020260302,30557690101426080719
01020260401,30557690101527080033
01020260402,
01020260501,30557690100819080573
01020260502,
01020260601,30557690100819081825
01020260602,
01020260701,
01020260702,30557690100314082449
01020260801,
01020260802,
01020270101,
01020270102,30557690101932081086
01020270201,
01020270202,30557690101123081581
01020270301,30557690100617080242
01020270302,30557690101527081220
01020270401,
01020270402,
01020270501,
01020270502,
01020270601,
01020270602,
01020270701,30557690101426080215
01020270702,30557690101325080690
01020270801,30557690101022080755
01020270802,30557690100819081481
01020280101,30557690101426082113
01020280102,30557690101527082203
01020280201,
01020280202,
01020280301,
01020280302,
01020280401,
01020280402,30557690100819080684
01020280501,
01020280502,
01020280601,30557690101628080227
01020280602,30557690100112080018
01020280701,30557690100011080228
01020280702,30557690100011082288
01020280801,30557690101831082272
01020280802,30557690101022081922
01020290101,30557690100112082656
01020290102,30557690100718001188
01020290201,
01020290202,
01020290301,
01020290302,
01020290401,30557690101932080075
01020290402,30557690100415082120
01020290501,
01020290502,30557690101932080434
01020290601,
01020290602,30557690100921080258
01020290701,
01020290702,
01020290801,
01020290802,
01020300101,
01020300102,
01020300201,30557690100718082316
01020300202,30557690100112000896
01020300301,
01020300302,
01020300401,30557690101325080656
01020300402,
01020300501,
01020300502,
01020300601,
01020300602,
01020300701,30557690101325081314
01020300702,
01020300801,30557690100314080657
01020300802,
01020310101,
01020310102,30557690101426082334
01020310201,30557690100213080835
01020310202,30557690100415081095
01020310301,
01020310302,30557690101628082424
01020310401,
01020310402,30557690100516080338
01020310501,
01020310502,30557690101022080590
01020310601,
