posicion,etiqueta
01010240401,30557690100617080839
01010240402,
01010240501,30557690100921084053
01010240502,30557690100314083801
01010240601,30557690101325080370
01010240602,30557690101426084864
01010240701,30557690100213084749
01010240702,30557690101325083824
01010240801,30557690100213081645
01010240802,30557690101123001191
01010250101,30557690100516084175
01010250102,30557690100112084621
01010250201,30557690100718083634
01010250202,30557690101123083870
01010250301,30557690101729085195
01010250302,30557690100617082767
01010250401,30557690101628084673
01010250402,30557690100617085497
01010250501,30557690101831082046
01010250502,30557690101123081817
01010250601,30557690101932081521
01010250602,30557690100011080198
01010250701,30557690100213083035
01010250702,30557690101325082107
01010250801,
01010250802,30557690100718083008
01010260101,30557690101527081362
01010260102,30557690101527082912
01010260201,
01010260202,
01010260301,30557690101123085606
01010260302,30557690101022082643
01010260401,30557690101325084530
01010260402,30557690100112081036
01010260501,30557690101123085536
01010260502,30557690101123001078
01010260601,
01010260602,30557690100415082056
01010260701,30557690100415080878
01010260702,30557690101527084625
01010260801,30557690100921083247
01010260802,30557690100718084354
01010270101,30557690100213084746
01010270102,30557690101628083475
01010270201,30557690100921082737
01010270202,30557690100213082784
01010270301,
01010270302,30557690100112082123
01010270401,30557690100516081089
01010270402,30557690101729084668
01010270501,30557690101426082725
01010270502,30557690101932082750
01010270601,
01010270602,30557690100819082706
01010270701,30557690100921080885
01010270702,30557690100921001037
01010270801,30557690101628084135
01010270802,30557690100213083594
01010280101,30557690100921082833
01010280102,30557690101527082770
01010280201,30557690100921083822
01010280202,30557690101123081810
01010280301,30557690101123082408
01010280302,
01010280401,30557690101325083832
01010280402,30557690101628083241
01010280501,
01010280502,30557690101628081090
01010280601,30557690100112083312
01010280602,30557690100112082294
01010280701,30557690101022083606
01010280702,30557690101729082873
01010280801,30557690100112082631
01010280802,30557690100819081274
01010290101,
01010290102,
01010290201,30557690100415081194
01010290202,30557690101831000924
01010290301,30557690101527081078
01010290302,30557690100415001139
01010290401,30557690100921085760
01010290402,30557690100415084815
01010290501,30557690101831084109
01010290502,30557690100921080666
01010290601,30557690101628080213
01010290602,30557690100718082668
01010290701,30557690100921085561
01010290702,30557690101426082989
01010290801,30557690100819081840
01010290802,30557690101224083874
01010300101,30557690101426084949
01010300102,30557690101123085928
01010300201,30557690101123081564
01010300202,30557690100617084612
01010300301,
01010300302,30557690101729084802
01010300401,30557690101123083229
01010300402,30557690100819085213
01010300501,30557690100819081940
01010300502,30557690100314085748
01010300601,30557690101628083792
01010300602,30557690100415085961
01010300701,30557690101022085367
01010300702,30557690101628080837
01010300801,30557690100921081719
01010300802,30557690100213080109
01010310101,30557690100921081012
01010310102,30557690100617084093
01010310201,30557690100112085772
01010310202,30557690100112082663
01010310301,30557690100112083921
01010310302,30557690100921085268
01010310401,30557690100516081309
01010310402,30557690101729083526
01010310501,30557690101224081323
01010310502,
01010310601,30557690101729080458
01010310602,
01010310701,30557690100415085141
01010310702,30557690101831084363
01010310801,30557690100921080846
01010310802,30557690100415085200
01010320101,30557690101325081692
01010320102,30557690100819083656
01010320201,30557690100213080190
01010320202,30557690100011083754
01010320301,30557690100314085452
01010320302,
01010320401,30557690101628081144
01010320402,30557690100819082757
01010320501,30557690100819081023
01010320502,30557690100921000934
01010320601,30557690100516084278
01010320602,30557690101022000935
01010320701,30557690101527080336
01010320702,30557690101022080488
01010320801,30557690101729085341
01010320802,
01010330101,30557690100213080069
01010330102,
01010330201,30557690100516080914
01010330202,30557690101527001041
01010330301,30557690100718083062
01010330302,30557690101325084269
01010330401,
01010330402,30557690101224080802
01010330501,30557690101426080129
01010330502,30557690100516080371
01010330601,30557690100112085142
01010330602,30557690101224080133
01010330701,30557690101426085633
01010330702,30557690101831082599
01010330801,30557690100718080890
01010330802,30557690100213085387
01010340101,30557690101932083636
01010340102,30557690100314080955
01010340201,30557690100921084534
01010340202,30557690101628082962
01010340301,30557690101729085602
01010340302,30557690101325080518
01010340401,30557690101426083437
01010340402,30557690100516080611
01010340501,30557690101022084157
01010340502,30557690101932085932
01010340601,30557690101628083710
01010340602,30557690101932084886
01010340701,30557690101022084518
01010340702,30557690100921001105
01010340801,30557690100415084509
01010340802,30557690101729085261
01010350101,30557690100213082496
01010350102,30557690100921082571
01010350201,30557690101729083930
01010350202,30557690101831080020
01010350301,30557690101932084158
01010350302,30557690100011081950
01010350401,30557690100011083439
01010350402,30557690100516083642
01010350501,30557690101123083559
01010350502,30557690101123084645
01010350601,30557690100112080757
01010350602,30557690101729085687
01010350701,30557690101224083491
01010350702,30557690100718085178
01010350801,30557690100314082414
01010350802,30557690100112081455
01010360101,30557690101527080289
01010360102,30557690101224084247
01010360201,30557690101527080261
01010360202,30557690101831084108
01010360301,30557690101325081148
01010360302,30557690101628084422
01010360401,30557690100516081590
01010360402,
01010360501,30557690101022083384
01010360502,30557690100718082779
01010360601,30557690100921085999
01010360602,30557690100314086007
01010360701,30557690100718080110
01010360702,30557690100617081626
01010360801,30557690101527082445
01010360802,30557690100011001049
01010370101,30557690101123082746
01010370102,30557690101831085290
01010370201,
01010370202,
01010370301,30557690100112083019
01010370302,30557690101325081799
01010370401,30557690101426084547
01010370402,30557690101628080183
01010370501,30557690100819082774
01010370502,30557690101426084301
01010370601,30557690101123082903
01010370602,30557690100516081749
01010370701,30557690100921081998
01010370702,30557690100516083314
01010370801,
01010370802,30557690101325000866
01010380101,30557690100617081894
01010380102,
01010380201,
01010380202,30557690101123082318
01010380301,30557690101325084603
01010380302,
01010380401,
01010380402,30557690100415085513
01010380501,
01010380502,30557690101325084195
01010380601,30557690100921080263
01010380602,30557690100516082569
01010380701,30557690101325082622
01010380702,30557690100112085796
01010380801,30557690100112081151
01010380802,30557690101628081479
01010390101,30557690100011082171
01010390102,30557690100213084035
01010390201,30557690100011083096
01010390202,30557690100921081500
01010390301,30557690101831080191
01010390302,30557690100314084582
01010390401,30557690101426083782
01010390402,30557690101426000851
01010390501,30557690100415084261
01010390502,30557690101729085229
01010390601,
01010390602,30557690101628080380
01010390701,30557690100617081562
01010390702,30557690101224082733
01010390801,30557690101325082317
01010390802,30557690101325000852
01010400101,
01010400102,30557690101729080347
01010400201,30557690100011082366
01010400202,30557690100617083424
01010400301,30557690101325084510
01010400302,30557690100718083967
01010400401,30557690100921081819
01010400402,30557690100112081927
01010400501,30557690100516081798
01010400502,30557690100112083992
01010400601,30557690101426080627
01010400602,30557690100718080935
01010400701,30557690100112081821
01010400702,30557690101426082815
01010400801,30557690100415083356
01010400802,30557690100516084434
01010410101,30557690101628083707
01010410102,30557690100718000885
01010410201,30557690100718085051
01010410202,30557690100718082385
01010410301,30557690101224081032
01010410302,30557690100516081330
01010410401,30557690101224081372
01010410402,30557690100011001038
01010410501,30557690101527081629
01010410502,30557690101325083326
01010410601,30557690101022082610
01010410602,30557690100718083635
01010410701,
01010410702,30557690100819083781
01010410801,30557690100516085375
01010410802,30557690101426083747
01010420101,30557690101527080423
01010420102,30557690101628081303
01010420201,30557690101224084637
01010420202,30557690100314083065
01010420301,30557690101527084862
01010420302,30557690101729080524
01010420401,30557690101123083017
01010420402,30557690101123080909
01010420501,30557690101628081443
01010420502,30557690101932080672
01010420601,
01010420602,30557690100718083273
01010420701,30557690101932080346
01010420702,30557690100516085628
01010420801,30557690100213082152
01010420802,30557690101932084052
01010430101,30557690101628083324
01010430102,30557690101123081573
01010430201,30557690101224082351
01010430202,30557690100718080902
01010430301,30557690101123084934
01010430302,
01010430401,
01010430402,30557690101932085374
01010430501,30557690101628083294
01010430502,30557690101527080461
01010430601,30557690100314085721
01010430602,30557690101729001121
01010430701,30557690101123084030
01010430702,30557690100011081491
01010430801,30557690100314084075
01010430802,30557690100921001073
01010440101,30557690100617081386
01010440102,30557690100112082139
01010440201,30557690101729082006
01010440202,30557690101831080409
01010440301,30557690100314082662
01010440302,
01010440401,
01010440402,30557690100415080981
01010440501,30557690101325080686
01010440502,30557690101932084239
01010440601,30557690100819082799
01010440602,30557690101426084167
01010440701,30557690100718085669
01010440702,30557690101628080894
01010440801,30557690101729085502
01010440802,30557690101729084660
01010450101,30557690100314081126
01010450102,
01010450201,30557690100617083021
01010450202,30557690101932001123
01010450301,30557690101831081449
01010450302,30557690101729082878
01010450401,30557690101932084875
01010450402,30557690100819082037
01010450501,30557690100718084710
01010450502,30557690101325000975
01010450601,30557690100112081618
01010450602,30557690100819001146
01010450701,30557690101831082883
01010450702,30557690100819000873
01010450801,30557690100314082760
01010450802,30557690100415083174
01010460101,30557690100314080486
01010460102,30557690101628081322
01010460201,30557690101022082614
01010460202,30557690100921080595
01010460301,30557690101932083997
01010460302,
01010460401,30557690101325080066
01010460402,30557690100516081415
01010460501,30557690100415081691
01010460502,30557690100314084676
01010460601,30557690100415083955
01010460602,
01010460701,30557690100718082439
01010460702,30557690100718083173
01010460801,30557690100516082417
01010460802,30557690101729084558
01010470101,30557690101426080365
01010470102,30557690101022085415
01010470201,
01010470202,30557690100415083872
01010470301,30557690101527084245
01010470302,
01010470401,30557690101426083709
01010470402,30557690100921081912
01010470501,30557690100718083496
01010470502,30557690100617080001
01010470601,30557690100819083944
01010470602,30557690100112085499
01010470701,30557690100415081466
01010470702,30557690101224082850
01010470801,30557690101932084641
01010470802,30557690100415084687
01010480101,30557690100213085332
01010480102,30557690101022084848
01010480201,30557690101729080724
01010480202,30557690100921085676
01010480301,30557690101022083861
01010480302,30557690100112082067
01010480401,30557690100617083306
01010480402,30557690101426082920
01010480501,30557690100819085819
01010480502,30557690101729083830
01010480601,30557690100314081595
01010480602,
01010480701,30557690101426081624
01010480702,30557690100415082470
01010480801,30557690100213081271
01010480802,
01010490101,30557690101628082043
01010490102,30557690100718000997
01010490201,30557690101325082245
01010490202,30557690101123081630
01010490301,
01010490302,30557690101831085672
01010490401,30557690101426084406
01010490402,30557690100314085490
01010490501,30557690100415083750
01010490502,30557690101022084669
01010490601,30557690101325085363
01010490602,30557690100213000840
01010490701,30557690100011085993
01010490702,30557690100415082712
01010490801,30557690100718083948
01010490802,
01010500101,30557690100213080596
01010500102,30557690101628081325
01010500201,30557690100011080892
01010500202,30557690100314000892
01010500301,30557690101628081451
01010500302,30557690100415085649
01010500401,30557690100617084579
01010500402,30557690101628083775
01010500501,
01010500502,30557690100213084554
01010500601,30557690101123085615
01010500602,
01010500701,30557690100516083197
01010500702,
01010500801,30557690100617082347
01010500802,30557690100213085228
01010510101,30557690101628084964
01010510102,30557690101123082002
01010510201,30557690101831081522
01010510202,30557690100011001099
01010510301,30557690100415080767
01010510302,30557690101831085843
01010510401,30557690101224085488
01010510402,30557690100921083352
01010510501,30557690100819083660
01010510502,30557690101123081344
01010510601,30557690101527082870
01010510602,30557690100921080398
01010510701,30557690101527080224
01010510702,30557690101628081948
01010510801,30557690100314085593
01010510802,
01010520101,30557690101224080937
01010520102,
01010520201,30557690101426082619
01010520202,30557690100314082541
01010520301,30557690100718082105
01010520302,30557690101123082014
01010520401,30557690100718081216
01010520402,30557690100415080936
01010520501,
01010520502,30557690101527083993
01010520601,30557690100112084932
01010520602,30557690100112001173
01010520701,30557690100314085950
01010520702,30557690100617082219
01010520801,
01010520802,30557690100718084930
01010530101,30557690101224085964
01010530102,30557690100213085373
01010530201,
01010530202,30557690100617081944
01010530301,
01010530302,
01010530401,30557690101932084345
01010530402,30557690101831085519
01010530501,30557690101729082159
01010530502,30557690101527085862
01010530601,30557690100819082116
01010530602,30557690101628080644
01010530701,30557690101325083077
01010530702,30557690100314000926
01010530801,30557690101123082204
01010530802,30557690100617085475
01010540101,30557690101932084940
01010540102,30557690100819081790
01010540201,30557690101022080036
01010540202,30557690100314000864
01010540301,30557690101831083925
01010540302,30557690100819085611
01010540401,30557690101527082151
01010540402,30557690101729083350
01010540501,30557690100011085365
01010540502,30557690101123000899
01010540601,
01010540602,30557690100921080083
01010540701,30557690101628085867
01010540702,30557690101426085021
01010540801,30557690101325083873
01010540802,30557690100921001035
01010550101,30557690100415084931
01010550102,
01010550201,30557690100718082381
01010550202,30557690101527085127
01010550301,30557690100718081156
01010550302,30557690101426084699
01010550401,30557690100011083590
01010550402,30557690101123085333
01010550501,
01010550502,30557690100819085973
01010550601,30557690101932080177
01010550602,30557690101527084170
01010550701,30557690100516080944
01010550702,
01010550801,30557690100921082511
01010550802,30557690101123081558
01010560101,30557690101123083175
01010560102,30557690100415082004
01010560201,30557690100314085861
01010560202,30557690100112081732
01010560301,30557690100011081049
01010560302,30557690101123084411
01010560401,
01010560402,30557690101224083611
01010560501,30557690100819080152
01010560502,30557690100112082083
01010560601,30557690100415083170
01010560602,30557690100213085049
01010560701,30557690101123082963
01010560702,30557690101831000923
01010560801,30557690101932084316
01010560802,30557690101426085579
01010570101,30557690100213084211
01010570102,30557690100213001011
01010570201,30557690101426084271
01010570202,30557690100112085175
01010570301,30557690100011082876
01010570302,
01010570401,
01010570402,30557690100314083455
01010570501,
01010570502,30557690100213081672
01010570601,
01010570602,30557690100921083414
01010570701,30557690101325080310
01010570702,30557690100819085654
01010570801,30557690100011080062
01010570802,30557690101729085566
01010580101,30557690101628081976
01010580102,30557690100921081426
01010580201,30557690100617083453
01010580202,30557690100516080374
01010580301,30557690101224085035
01010580302,30557690101527085403
01010580401,30557690100921083002
01010580402,30557690101527080637
01010580501,30557690100718085400
01010580502,30557690100415083717
01010580601,30557690101325083924
01010580602,30557690101022000815
01010580701,30557690101022085131
01010580702,30557690101729084941
01010580801,30557690101325085454
01010580802,30557690100921080687
01010590101,30557690101123081187
01010590102,30557690101224080383
01010590201,30557690100819084031
01010590202,30557690100516083908
01010590301,30557690101426085155
01010590302,
01010590401,30557690101831080203
01010590402,30557690100314080891
01010590501,30557690100819084801
01010590502,30557690101527083050
01010590601,30557690101831081263
01010590602,30557690100112083790
01010590701,30557690100213081777
01010590702,30557690101426081112
01010590801,30557690100516084655
01010590802,30557690100213082755
01010600101,30557690100617083650
01010600102,30557690100213000862
01010600201,
01010600202,30557690100314081464
01010600301,30557690100213083849
01010600302,30557690100011085906
01010600401,30557690101325082797
01010600402,30557690100415081016
01010600501,30557690100314084784
01010600502,30557690100516080907
01010600601,30557690101932085641
01010600602,
01010600701,30557690100011083302
01010600702,30557690100415000958
01010600801,30557690101325081662
01010600802,
01020010101,30557690101831001485
01020010102,30557690101831001095
01020010201,30557690101123001397
01020010202,30557690101123001295
01020010301,30557690101527001270
01020010302,30557690101527001244
01020010401,30557690101426001263
01020010402,30557690101426001218
01020010501,30557690100314001230
01020010502,30557690100314001207
01020010601,30557690101022001229
01020010602,30557690101022001221
01020010701,30557690100819001359
01020010702,30557690100819001251
01020010801,30557690100112001635
01020010802,30557690100112000867
01020020101,30557690101123001672
01020020102,30557690101123001505
01020020201,30557690100718001557
01020020202,30557690100718001375
01020020301,30557690101628001352
01020020302,30557690101628001296
01020020401,30557690101932001367
01020020402,30557690101932001269
01020020501,30557690100516001422
01020020502,30557690100516001131
01020020601,30557690101325001458
01020020602,30557690101325001284
01020020701,30557690101426001486
01020020702,30557690101426001307
01020020801,30557690100415001478
01020020802,30557690100415001380
01020030101,30557690101527082695
01020030102,30557690100819001582
01020030201,30557690101022001638
01020030202,30557690101022001533
01020030301,30557690101527001490
01020030302,30557690101527001381
01020030401,30557690100011001514
01020030402,30557690100011001331
01020030501,30557690100617001424
01020030502,30557690100617001288
01020030601,30557690101022001409
01020030602,30557690101022001335
01020030701,30557690100213001509
01020030702,30557690100213001448
01020030801,30557690100617001588
01020030802,30557690100617001091
01020040101,30557690100011083683
01020040102,30557690100516082931
01020040201,
01020040202,30557690100213001650
01020040301,30557690101224001715
01020040302,30557690101224001547
01020040401,30557690101932001602
01020040402,30557690101932001464
01020040501,30557690100314001560
01020040502,30557690100314001364
01020040601,30557690100516001669
01020040602,30557690100516001482
01020040701,30557690101831084431
01020040702,30557690101325001552
01020040801,
01020040802,30557690100921001653
01020050101,30557690100718081621
01020050102,30557690101224085337
01020050201,
01020050202,30557690101628081947
01020050301,30557690100617081225
01020050302,30557690100011001655
01020050401,30557690100921001623
01020050402,30557690100921001575
01020050501,30557690100213080986
01020050502,30557690101628001495
01020050601,30557690101831001663
01020050602,30557690101831001579
01020050701,30557690100314083886
01020050702,30557690100718001678
01020050801,30557690101628083937
01020050802,30557690100112080671
01020060101,30557690101628080350
01020060102,30557690101527001102
01020060201,
01020060202,30557690100415081331
01020060301,30557690101729080649
01020060302,30557690101123084356
01020060401,
01020060402,30557690101426001682
01020060501,30557690101628081836
01020060502,30557690100415000861
01020060601,30557690100112084252
01020060602,30557690101527001705
01020060701,30557690100314085450
01020060702,30557690101831085073
01020060801,
01020060802,30557690100011080949
01020070101,
01020070102,30557690100112080037
01020070201,
01020070202,30557690101628082817
01020070301,30557690101426082574
01020070302,30557690100819080961
01020070401,
01020070402,30557690101022082967
01020070501,30557690101426081606
01020070502,30557690101022083016
01020070601,30557690101527080441
01020070602,30557690101628080084
01020070701,30557690101628080467
01020070702,
01020070801,30557690101123084550
01020070802,
01020080101,30557690101831083693
01020080102,30557690101729081001
01020080201,30557690101325082047
01020080202,30557690101831081826
01020080301,
01020080302,
01020080401,
01020080402,30557690101325080641
01020080501,30557690101932083777
01020080502,30557690101831084429
01020080601,
01020080602,30557690100516080201
01020080701,30557690100819082242
01020080702,
01020080801,30557690101729081985
01020080802,30557690101224085560
01020090101,
01020090102,30557690101831081686
01020090201,30557690100617085883
01020090202,30557690100516080145
01020090301,30557690101123084373
01020090302,30557690100921080281
01020090401,30557690100516083981
01020090402,30557690101123085144
01020090501,30557690100112080921
01020090502,30557690101224082028
01020090601,
01020090602,30557690100819082021
01020090701,30557690101831083087
01020090702,30557690100011081974
01020090801,30557690101628081640
01020090802,
01020100101,30557690100415085451
01020100102,30557690100213000882
01020100201,30557690101224082494
01020100202,30557690101325080007
01020100301,30557690100415084480
01020100302,30557690101123001066
01020100401,30557690100819081534
01020100402,30557690100617000966
01020100501,30557690100415085608
01020100502,
01020100601,30557690100718084364
01020100602,30557690100112001089
01020100701,30557690101527084960
01020100702,30557690101729080898
01020100801,30557690100213082188
01020100802,30557690101123083953
01020110101,30557690101426080773
01020110102,30557690100112085220
01020110201,
01020110202,30557690101729083947
01020110301,30557690101123080027
01020110302,
01020110401,30557690100213084220
01020110402,30557690100314082048
01020110501,
01020110502,30557690101224080251
01020110601,30557690101426081336
01020110602,
01020110701,30557690101628082661
01020110702,30557690100516085145
01020110801,30557690100718083103
01020110802,30557690101729083843
01020120101,30557690100011085003
01020120102,30557690101325084970
01020120201,30557690101527081960
01020120202,30557690100718085744
01020120301,30557690100516082495
01020120302,30557690100011083142
01020120401,30557690101123085188
